Name,Team,Age,W,L,ERA,G,GS,CG,ShO,SV,IP,TBF,H,R,ER,HR,BB,HBP,WP,BK,SO,NameASCII,PlayerId,MLBAMID
"Dominic Guzman","GWEB",22,1,4,9.174757621348766,25,1,0,0,1,34.1,176,45,45,35,11,25,6,6,0,40,"Dominic Guzman","sa3059381",
"Isaac Hallam","SEA",,2,6,10,14,6,0,0,0,36,190,43,44,40,6,22,13,11,0,40,"Isaac Hallam","sa3059393",
"Brady Kehlenbrink","MIZ",,0,5,10.058823529411764,14,9,0,0,0,34,174,42,40,38,15,19,13,2,0,40,"Brady Kehlenbrink","sa3059654",
"Matthew Lanzendorfer","UVA",,4,2,2.903225806451613,22,0,0,0,5,31,130,23,15,10,2,13,3,2,0,40,"Matthew Lanzendorfer","sa3059755",
"Nolan Milliman","UCR",22,2,4,7.681034230165342,22,5,0,0,1,38.2,201,56,39,33,5,20,8,6,0,40,"Nolan Milliman","sa3060048",
"Sahil Patel","OSU",,0,0,9.378947556725503,15,1,0,0,0,31.2,174,33,38,33,6,42,7,15,0,40,"Sahil Patel","sa3060218",
"Jacob Pedersen","STBK",22,2,3,4.373239554102711,20,3,0,0,3,47.1,208,55,28,23,1,14,4,7,0,40,"Jacob Pedersen","sa3060228",
"Tyler Ray","UTU",,3,2,5.051612778900816,19,3,0,0,0,51.2,242,48,40,29,12,34,7,4,0,40,"Tyler Ray","sa3060340",
"Nathan Ries","UCSD",,3,2,6,12,8,0,0,0,39,174,42,28,26,7,15,3,0,0,40,"Nathan Ries","sa3060368",
"Ryan Cole","CHSO",,1,2,6.82258064516129,14,11,0,0,0,62,297,72,55,47,10,29,13,5,0,40,"Ryan Cole","sa3062574",
"Tanner Foerstch","OMA",19,2,3,4.95,17,7,0,0,1,40,193,42,31,22,3,21,4,1,0,40,"Tanner Foerstch","sa3062597",
"Garrett Crum","UNCA",,2,4,6.109488880979193,15,5,0,0,0,45.2,218,54,34,31,6,28,7,3,0,40,"Garrett Crum","sa3062828",
"Tegan Kuhns","TENN",,2,4,5.39999981273305,15,10,0,0,0,36.2,169,43,27,22,5,16,2,0,0,40,"Tegan Kuhns","sa3065818",
"Ian Anderson","USI",,4,1,5.720339167977645,26,1,0,0,4,39.1,185,38,29,25,6,24,6,3,0,39,"Ian Anderson","sa3026044",
"Jason Bodin","OU",,2,1,5.926829268292683,31,0,0,0,0,41,187,48,32,27,4,13,9,4,0,39,"Jason Bodin","sa3027307",
"Dalton Boruff","EIU",,1,5,5.173652576431627,22,1,0,0,5,55.2,254,63,37,32,9,28,3,3,0,39,"Dalton Boruff","sa3027413",
"Jed Boyle","SJU",24,8,1,4.8,21,0,0,0,3,30,125,20,17,16,2,12,7,2,0,39,"Jed Boyle","sa3027522",
"Ryan Castillo","UNM",,4,4,8.648437242256485,12,9,1,0,0,42.2,207,67,44,41,4,13,3,8,0,39,"Ryan Castillo","sa3028624",
"Nate Crider","LT",22,1,1,4.395348934691428,27,0,0,0,0,28.2,131,24,15,14,4,22,5,10,0,39,"Nate Crider","sa3029561",
"Brennyn Cutts","LOU",,3,1,4.932692126762238,24,1,0,0,1,34.2,155,27,21,19,8,15,11,3,0,39,"Brennyn Cutts","sa3029747",
"Dominic Desch","NEV",22,6,1,4.153846153846154,18,0,0,0,1,39,171,33,23,18,1,14,8,4,0,39,"Dominic Desch","sa3030192",
"Nick Dugan","STAN",21,6,0,4.8,14,8,1,0,0,45,206,47,27,24,0,22,4,3,3,39,"Nick Dugan","sa3030629",
"Parker Hampton","NORF",,2,4,6.294478674917365,13,9,0,0,0,54.1,283,79,54,38,3,33,10,6,0,39,"Parker Hampton","sa3033114",
"Gerald Hanson","NKU",,1,2,9,21,3,0,0,1,34,174,45,42,34,5,23,6,3,0,39,"Gerald Hanson","sa3033179",
"Mitchell Heer","USA",,7,2,3.527638055709837,12,9,0,0,0,66.1,274,60,27,26,7,15,5,3,0,39,"Mitchell Heer","sa3033518",
"Nolan Higgins","MSU",20,3,6,7.043478406895314,15,15,0,0,0,61.1,297,69,55,48,9,37,13,6,0,39,"Nolan Higgins","sa3033791",
"Matthew Hoskins","UGA",21,1,2,5.9268291304325675,18,2,0,0,2,27.1,132,24,20,18,3,23,6,4,0,39,"Matthew Hoskins","sa3034127",
"Kyle Johnson","DUKE",20,4,3,6.33913064505969,18,10,0,0,0,38.1,181,37,30,27,11,23,9,2,0,39,"Kyle Johnson","sa3034780",
"Carl Kuentzel","IONA",,2,5,6.157894736842105,23,0,0,0,1,38,177,33,34,26,3,26,5,1,0,39,"Carl Kuentzel","sa3035768",
"Drew Lafferty","PITT",21,4,2,5.833333333333333,15,13,1,0,0,54,256,62,43,35,11,27,8,4,0,39,"Drew Lafferty","sa3035844",
"Zach Lyles","WKU",21,1,0,4.683673287073513,20,0,0,0,1,32.2,140,24,17,17,8,15,7,0,0,39,"Zach Lyles","sa3036735",
"Max Martin","UCI",21,1,1,3.286956630771691,27,0,0,0,14,38.1,162,35,17,14,2,8,5,2,0,39,"Max Martin","sa3037193",
"Sax Matson","USC",,2,1,4.609755990336442,29,0,0,0,0,27.1,127,25,21,14,6,15,4,5,2,39,"Sax Matson","sa3037313",
"Felix Morin","CAN",21,2,4,6.157894736842105,13,6,0,0,0,57,273,78,44,39,8,29,2,3,0,39,"Felix Morin","sa3038377",
"Nate Nabholz","TOW",24,4,1,3.0451128692946146,19,0,0,0,2,44.1,183,45,18,15,5,10,1,4,0,39,"Nate Nabholz","sa3038657",
"Ethan ONeal","NEV",22,1,3,5.337209420696734,22,0,0,0,8,28.2,138,29,18,17,2,17,9,2,0,39,"Ethan ONeal","sa3039156",
"Dalton Patten","ORU",,6,0,2.7341771491768476,23,1,0,0,7,52.2,218,49,17,16,5,10,5,1,0,39,"Dalton Patten","sa3039542",
"Brandon Peterson","NJIT",21,4,4,6.972527326384171,15,12,0,0,0,60.2,286,68,47,47,8,39,3,5,0,39,"Brandon Peterson","sa3039767",
"Nicholas Rizzo","STBK",,3,2,7.105262979576136,18,8,0,0,0,50.2,259,57,40,40,7,29,7,7,0,39,"Nicholas Rizzo","sa3040850",
"Cory Ronan","HAW",23,4,2,4.811881006377532,16,4,0,0,0,33.2,147,21,18,18,1,28,1,6,0,39,"Cory Ronan","sa3041112",
"Cole Selvig","MINN",20,2,4,5.440298352588871,9,9,0,0,0,44.2,209,57,34,27,5,18,5,6,0,39,"Cole Selvig","sa3041975",
"Andrew Shaffner","NCSU",22,4,1,3.133928678169546,18,1,0,0,7,37.1,153,33,14,13,3,7,4,3,0,39,"Andrew Shaffner","sa3042042",
"Casey Smith","JMU",22,1,5,6.8478260869565215,17,11,0,0,0,46,218,53,39,35,7,20,9,1,0,39,"Casey Smith","sa3042506",
"Grayson Stewart","TROY",,6,2,3.78,19,3,0,0,0,50,211,48,28,21,5,8,3,7,0,39,"Grayson Stewart","sa3043104",
"Cole Stokes","ORE",,1,2,3.098360558858135,24,0,0,0,2,20.1,101,9,8,7,0,16,15,3,0,39,"Cole Stokes","sa3043155",
"Chris Ubner","MRST",,2,1,4.868852306777069,16,9,0,0,0,40.2,190,32,25,22,4,29,10,1,0,39,"Chris Ubner","sa3044210",
"Will Whelan","MINN",20,0,3,6.75,20,1,0,0,3,40,192,41,35,30,3,23,10,5,1,39,"Will Whelan","sa3045084",
"Jack Armstrong","INST",,3,0,4.8396228156763765,20,1,0,0,0,35.1,166,28,21,19,5,26,6,1,0,39,"Jack Armstrong","sa3058515",
"Max Bianchini","UPST",,5,3,4.32,24,1,0,0,1,50,225,48,28,24,4,27,2,3,0,39,"Max Bianchini","sa3058637",
"MJ Bollinger","FAU",,3,3,2.014925315773656,28,0,0,0,11,44.2,179,37,10,10,2,13,1,0,0,39,"MJ Bollinger","sa3058670",
"Joe Bordelon","NICH",,0,2,6.328124811407184,17,0,0,0,1,21.1,97,12,16,15,4,18,2,3,0,39,"Joe Bordelon","sa3058680",
"Burkley Bounds","EKU",,2,0,4.829268292682927,19,2,0,0,1,41,183,43,25,22,5,15,5,4,1,39,"Burkley Bounds","sa3058690",
"Owen Byberg","EVAN",22,1,4,4.775510204081633,13,8,0,0,1,49,231,59,35,26,3,16,9,3,0,39,"Owen Byberg","sa3058785",
"Rafael Espinoza","SEA",,1,5,7.363636167202499,17,7,0,0,2,47.2,240,62,42,39,4,27,14,10,0,39,"Rafael Espinoza","sa3059140",
"Brendan Garza","BALL",,3,1,6.171428571428572,17,5,0,0,0,35,173,36,28,24,2,24,10,1,0,39,"Brendan Garza","sa3059283",
"Eli Lehrman","BRAD",21,1,3,8.120300984785638,21,3,0,0,1,44.1,211,56,41,40,6,25,1,0,0,39,"Eli Lehrman","sa3059787",
"Porter Rovin","USD",,1,2,5.586207043515095,19,5,0,0,0,48.1,219,56,34,30,7,13,9,0,0,39,"Porter Rovin","sa3060438",
"Griffin Seibel","QUIN",,1,3,9.371901121908806,21,10,0,0,1,40.1,203,42,43,42,5,39,5,10,0,39,"Griffin Seibel","sa3060540",
"Cranz Smelcer","AFA",,2,5,8.217391109646837,18,10,0,0,0,53.2,272,69,53,49,11,32,10,3,0,39,"Cranz Smelcer","sa3060597",
"Joe Sperry","MINN",21,4,2,5.2721894681172,20,5,0,0,1,56.1,243,55,35,33,9,13,10,1,1,39,"Joe Sperry","sa3060648",
"Harrison Thayer","RGV",,3,2,4.86,17,2,0,0,4,50,219,51,27,27,6,20,4,3,0,39,"Harrison Thayer","sa3060732",
"J.J. Thompson","WRST",,2,0,5.008064670195569,24,0,0,0,1,41.1,192,33,25,23,4,34,6,4,0,39,"J.J. Thompson","sa3060744",
"Max Tripure","WIU",,4,7,5.723502102917716,14,14,0,0,0,72.1,332,75,54,46,6,34,10,1,0,39,"Max Tripure","sa3060789",
"Jack Turner","NMSU",21,5,3,5.7975461479502055,10,10,0,0,0,54.1,260,69,48,35,9,24,9,2,0,39,"Jack Turner","sa3060798",
"Jean Carlos Zambrano","BCU",,6,2,4.251968631653331,20,1,0,0,2,42.1,187,39,23,20,4,13,7,2,0,39,"Jean Carlos Zambrano","sa3061004",
"Kamar Dove","PV",20,4,4,7.087500168979172,16,10,1,0,0,53.1,272,64,51,42,5,35,15,17,0,39,"Kamar Dove","sa3062586",
"Ned Frutchey","UCD",,1,4,4.9787234042553195,14,11,0,0,0,47,216,50,30,26,1,24,6,5,0,39,"Ned Frutchey","sa3062601",
"Hayden Bailey","CMU",,3,3,7.598802221633952,14,10,0,0,0,55.2,266,73,56,47,10,28,4,6,1,39,"Hayden Bailey","sa3062808",
"Reese Young","UNA",,3,1,4.348993177247702,14,10,0,0,0,49.2,224,43,25,24,2,29,9,2,0,39,"Reese Young","sa3062928",
"Zach Silfies","RID",24,4,2,6.075,28,0,0,0,9,40,183,43,29,27,9,22,5,9,0,39,"Zach Silfies","sa3065133",
"Owen Slater","MOST",,3,3,6.84,24,5,0,0,0,50,238,62,45,38,5,21,13,1,0,39,"Owen Slater","sa3065414",
"Luke Trout","BRWN",,0,6,7.7142855040881155,11,10,0,0,0,46.2,221,48,44,40,3,32,5,2,1,39,"Luke Trout","sa3065437",
"Bobby Alcock","ALA",23,3,2,6.029126436886331,11,10,0,0,0,34.1,162,43,31,23,9,17,3,3,1,38,"Bobby Alcock","sa3025857",
"Matthew Aukerman","CREI",,8,0,3.13953488372093,26,0,0,0,1,43,181,31,17,15,5,21,3,2,0,38,"Matthew Aukerman","sa3026304",
"Carson Ballard","GT",21,1,3,5.6972479058098715,17,1,0,0,1,36.1,155,39,23,23,7,6,5,1,0,38,"Carson Ballard","sa3026491",
"Ethan Bates","GRAM",,5,0,5.9268291304325675,20,1,0,0,4,54.2,249,68,38,36,10,18,4,5,0,38,"Ethan Bates","sa3026711",
"Collin Bosley-Smith","LIP",23,1,0,2.967032904844328,21,0,0,0,4,30.1,138,22,17,10,2,27,2,4,0,38,"Collin Bosley-Smith","sa3027423",
"Jack Brafa","TNTC",20,6,4,3.483870882000563,20,5,0,0,0,51.2,215,51,26,20,6,12,5,1,0,38,"Jack Brafa","sa3027571",
"James Burke","CREI",,5,1,4.348993177247702,22,4,0,0,1,49.2,219,54,29,24,6,12,9,0,0,38,"James Burke","sa3028064",
"Joey Cirelli","ULM",,1,8,7.38,17,8,0,0,1,50,236,64,50,41,6,15,9,3,0,38,"Joey Cirelli","sa3028945",
"Cooper Consiglio","NCSU",19,1,4,10.588235294117647,17,6,0,0,0,34,180,52,47,40,7,25,3,7,0,38,"Cooper Consiglio","sa3029269",
"Justin Feld","GONZ",21,3,5,7.288343728851687,14,11,0,0,0,54.1,252,59,44,44,11,27,9,0,0,38,"Justin Feld","sa3031222",
"Alex Galvan","UCF",23,0,2,2.858823465261494,17,0,0,0,2,28.1,120,21,12,9,2,12,2,2,0,38,"Alex Galvan","sa3031874",
"Griffin Green","WAKE",,2,1,2.6517858046050007,26,1,0,0,0,37.1,164,21,16,11,3,21,12,4,1,38,"Griffin Green","sa3032657",
"JT Guerrero","FRES",20,2,3,5.85,25,0,0,0,6,40,188,51,26,26,5,16,8,4,2,38,"JT Guerrero","sa3032828",
"Regan Hall","ILL",20,7,4,6.38423669314217,14,12,1,0,0,67.2,303,81,49,48,8,18,10,6,0,38,"Regan Hall","sa3033041",
"Jaden Harris","BYU",22,2,7,8.262295081967213,17,13,0,0,0,61,301,80,57,56,11,39,10,3,1,38,"Jaden Harris","sa3033285",
"Evans Hendricks","CAM",25,1,3,5.973451125779578,15,2,0,0,1,37.2,169,37,29,25,4,16,3,1,0,38,"Evans Hendricks","sa3033596",
"Shane Keup","WIN",21,3,4,5.899159474760441,23,2,0,0,2,39.2,183,39,32,26,5,19,8,6,0,38,"Shane Keup","sa3035323",
"Nathan Leininger","TOL",21,6,5,6.157894736842105,17,1,0,0,1,38,171,33,27,26,4,18,12,5,0,38,"Nathan Leininger","sa3036199",
"Louis Marinaro","SJU",,1,1,5.968421172461684,17,1,0,0,0,31.2,145,31,23,21,5,17,1,6,1,38,"Louis Marinaro","sa3037048",
"Jason Masick","WAG",,2,3,4.5,21,0,0,0,6,28,131,27,15,14,2,21,3,9,0,38,"Jason Masick","sa3037246",
"Carter Monke","ILST",,4,6,6.596590766113655,17,12,0,0,0,58.2,271,79,47,43,6,15,6,5,0,38,"Carter Monke","sa3038234",
"Tristan Nemjo","HOF",,2,6,6.564220413215722,15,15,1,0,0,72.2,347,86,68,53,10,35,12,5,0,38,"Tristan Nemjo","sa3038769",
"Ryan Packard","BING",24,3,5,7.881080918573309,17,14,0,0,0,61.2,287,65,56,54,12,31,10,8,0,38,"Ryan Packard","sa3039328",
"Shawn Parnell","NKU",22,3,2,3.3749998762057425,21,0,0,0,0,34.2,169,27,21,13,3,27,12,8,0,38,"Shawn Parnell","sa3039492",
"Jackson Payne","SIU",,4,0,5.470588235294118,18,7,0,0,0,51,243,59,40,31,1,23,11,5,0,38,"Jackson Payne","sa3039584",
"Nick Robert","MIA",,2,4,7.137931034482759,8,6,0,0,0,29,137,34,26,23,9,11,3,0,0,38,"Nick Robert","sa3040889",
"Zach Sabers","CAM",,2,2,5.170212661048957,10,5,0,0,0,31.1,140,30,19,18,3,15,4,4,0,38,"Zach Sabers","sa3041391",
"Lance Santerre","SF",24,2,4,4.28048770531241,14,14,0,0,0,54.2,245,59,30,26,1,24,11,1,0,38,"Lance Santerre","sa3041547",
"Sam Schlecht","SDST",22,3,3,6.5,13,6,0,0,0,36,181,46,29,26,2,22,5,7,0,38,"Sam Schlecht","sa3041713",
"Michael Sills","WOF",,2,3,5.914285714285715,18,0,0,0,2,35,161,37,28,23,6,17,4,2,0,38,"Michael Sills","sa3042284",
"Ryan Speshyock","STAN",20,1,3,5.333333333333333,21,1,0,0,0,27,133,27,24,16,1,15,8,2,0,38,"Ryan Speshyock","sa3042841",
"Brian Strange","SEMO",22,1,3,6.352941176470588,15,4,0,0,2,34,154,35,28,24,2,16,2,10,0,38,"Brian Strange","sa3043205",
"Derek Turner","CSUF",,2,1,6.646154041177428,20,3,0,0,0,43.1,212,57,40,32,5,21,6,5,0,38,"Derek Turner","sa3044162",
"Carter Welch","DEL",,2,1,3.1764704864094684,16,0,0,0,0,39.2,174,38,20,14,0,15,5,2,1,38,"Carter Welch","sa3044978",
"Shea Wendt","CREI",,0,1,4.550561895275371,16,5,0,0,2,29.2,141,21,18,15,3,31,7,4,0,38,"Shea Wendt","sa3044999",
"Dakoda West","UTU",21,3,6,4.640625,14,12,0,0,0,64,278,63,37,33,6,27,8,6,0,38,"Dakoda West","sa3045029",
"Cody Airington","APSU",,4,1,3.5409834958378683,8,8,0,0,0,40.2,167,30,16,16,5,16,2,1,0,38,"Cody Airington","sa3058468",
"Camden Chalfant","CHSO",,5,4,6.25,14,0,0,0,0,36,169,37,29,25,5,24,6,4,0,38,"Camden Chalfant","sa3058847",
"Dutch DeProspero","TOW",21,2,5,7.33525995386245,16,14,0,0,0,57.2,262,69,49,47,15,18,5,1,0,38,"Dutch DeProspero","sa3059039",
"Jake Fields","LBSU",,0,2,6,14,10,0,0,0,36,173,39,27,24,5,22,6,4,0,38,"Jake Fields","sa3059181",
"Matt Fitzgibbon","JOES",,2,3,7.090909090909091,19,4,0,0,3,33,161,28,29,26,3,29,10,7,0,38,"Matt Fitzgibbon","sa3059190",
"Reese Gaber","WMU",,3,3,6.708074375221907,14,11,0,0,0,53.2,256,48,42,40,5,45,7,2,0,38,"Reese Gaber","sa3059253",
"Luke Jones","CCU",,4,2,3.513698538330848,17,10,0,0,1,48.2,213,39,20,19,5,22,12,1,0,38,"Luke Jones","sa3059625",
"John Pfeffer","GWEB",23,3,3,6.545454545454546,26,3,0,0,1,55,264,66,45,40,8,27,3,5,0,38,"John Pfeffer","sa3060260",
"Noah Thigpen","TROY",,3,1,3.8571429677731786,19,5,0,0,1,44.1,195,46,24,19,10,12,1,2,0,38,"Noah Thigpen","sa3060735",
"Carson Van Haaren","EKU",,0,5,6.23076906455596,13,10,0,0,0,47.2,240,55,43,33,5,36,11,2,0,38,"Carson Van Haaren","sa3060822",
"Matthew VanOstenbridge","PSU",,2,1,4.319999868164066,23,2,0,0,1,41.2,189,41,23,20,3,14,7,5,0,38,"Matthew VanOstenbridge","sa3060824",
"Josh Vaughn","BRAD",,1,3,8.18852433412507,13,8,0,0,0,40.2,202,52,40,37,4,30,4,8,0,38,"Josh Vaughn","sa3060829",
"Joey Ciancimino","MONM",,2,3,5.926829268292683,16,7,0,0,0,41,194,43,29,27,4,26,15,5,0,38,"Joey Ciancimino","sa3062571",
"Killian McLaughlin","AAMU",,1,1,13.728814003146349,21,4,0,0,0,39.1,260,64,80,60,6,58,15,23,0,38,"Killian McLaughlin","sa3062650",
"Kaden Starr","PORT",,0,2,6.517241379310345,15,3,0,0,0,29,149,31,26,21,2,23,7,6,0,38,"Kaden Starr","sa3066098",
"Levi Abbott","CAN",,3,2,6.461538461538462,12,4,0,0,0,39,178,45,30,28,8,18,4,4,0,37,"Levi Abbott","sa3025695",
"Caleb Anderson","FRES",,2,3,3.3333333333333335,22,0,0,0,0,27,132,26,14,10,0,19,8,8,0,37,"Caleb Anderson","sa3026033",
"Reid Bertram","GWEB",22,1,6,8.672727272727272,17,13,0,0,0,55,275,78,56,53,10,25,9,7,1,37,"Reid Bertram","sa3027081",
"Walker Brodt","WIN",,3,3,7.363636363636363,30,0,0,0,1,44,212,58,42,36,4,19,11,4,0,37,"Walker Brodt","sa3027735",
"Hudson Calhoun","MISS",20,3,0,5.1081082397695035,21,0,0,0,0,24.2,112,15,18,14,4,18,4,1,1,37,"Hudson Calhoun","sa3028264",
"Jackson Dennies","ND",23,3,3,4.711409275351677,12,11,0,0,0,49.2,220,57,31,26,6,8,8,0,0,37,"Jackson Dennies","sa3030159",
"Michael Diforte","SPU",22,2,8,9.874285929528066,18,9,1,0,0,58.1,299,73,76,64,9,37,21,2,0,37,"Michael Diforte","sa3030313",
"Austin Eaton","TXST",,4,3,4.068493044383087,13,11,0,0,0,48.2,212,50,24,22,3,15,6,2,0,37,"Austin Eaton","sa3030750",
"Brayden Eftink","MVSU",,1,6,9.65693403767679,12,12,0,0,0,45.2,230,63,54,49,1,26,5,10,0,37,"Brayden Eftink","sa3030827",
"Tanner Gerdes","SIU",,1,0,6.352941354665794,24,0,0,0,1,22.2,115,26,16,16,2,18,2,14,0,37,"Tanner Gerdes","sa3032133",
"Sebastian Gonzalez","HAW",,3,1,4.2631578947368425,18,10,0,0,0,57,249,62,30,27,6,19,2,6,0,37,"Sebastian Gonzalez","sa3032444",
"Nic Good","BGSU",21,2,3,7.090909090909091,9,8,0,0,0,33,161,44,29,26,2,20,3,4,0,37,"Nic Good","sa3032450",
"Tyler Grenn","NAVY",,2,3,4.808219178082192,13,13,2,0,0,73,326,84,45,39,6,19,8,3,0,37,"Tyler Grenn","sa3032703",
"Daniel Guevara Castro","SMC",,1,1,6,22,0,0,0,3,30,138,28,20,20,3,21,1,1,0,37,"Daniel Guevara Castro","sa3032833",
"Andrew Healy","DUKE",,3,3,7.285714285714286,13,13,0,0,0,42,195,45,41,34,7,18,8,4,0,37,"Andrew Healy","sa3033483",
"Reid Hensley","OU",,4,2,2.940593948341825,23,2,0,0,1,33.2,139,25,15,11,3,15,0,2,0,37,"Reid Hensley","sa3033644",
"Mark Hindy","DUKE",23,1,0,3.7674419440212237,25,0,0,0,0,28.2,124,22,12,12,3,14,4,1,0,37,"Mark Hindy","sa3033855",
"AJ Hutcheson","ORST",,3,0,3.7099235560898074,22,0,0,0,3,43.2,174,34,19,18,6,13,2,0,2,37,"AJ Hutcheson","sa3034365",
"Aiden Jimenez","ARK",21,4,1,3.5217392472553835,19,2,0,0,1,38.1,160,39,15,15,2,11,2,1,0,37,"Aiden Jimenez","sa3034689",
"Caleb Kempler","MRST",21,3,2,3.82075485448135,17,1,0,0,2,35.1,158,32,16,15,3,12,8,3,0,37,"Caleb Kempler","sa3035246",
"AJ Krodel","UCSB",,3,2,6.180723033599923,11,1,0,0,0,27.2,126,23,21,19,1,17,5,4,0,37,"AJ Krodel","sa3035728",
"Jacob Limas","RGV",,2,3,6.165354515897331,14,11,0,0,0,42.1,201,55,34,29,4,17,6,3,0,37,"Jacob Limas","sa3036341",
"Blake MacMillan","NU",24,5,3,4.733766351025231,16,5,0,0,2,51.1,237,52,31,27,4,33,5,5,1,37,"Blake MacMillan","sa3036818",
"Kevin Martin","FIU",24,2,4,4.347457767663011,19,0,0,0,1,39.1,190,45,24,19,4,30,3,2,0,37,"Kevin Martin","sa3037187",
"J.D. McCracken","RICE",22,4,5,6.464788732394366,16,14,1,0,0,71,336,74,58,51,12,36,13,4,0,37,"J.D. McCracken","sa3037512",
"Max Moore","VCU",22,2,3,5.170212765957447,16,4,0,0,0,47,218,51,29,27,3,24,5,2,0,37,"Max Moore","sa3038305",
"Tyler Mudd","BC",23,2,2,7.18548409201973,14,4,0,0,0,41.1,197,48,34,33,6,24,5,9,0,37,"Tyler Mudd","sa3038511",
"Michael Nunez","LMU",22,2,4,4.963235433332652,19,4,0,0,0,45.1,216,39,26,25,4,38,4,5,0,37,"Michael Nunez","sa3038971",
"Robbie O'Connor","MASS",,2,9,7.714286004213456,14,14,0,0,0,67.2,338,90,65,58,9,38,20,1,1,37,"Robbie O'Connor","sa3039032",
"Dylan Rhadans","WOF",,0,3,8.409835802614937,17,9,0,0,0,40.2,202,58,43,38,5,20,5,11,0,37,"Dylan Rhadans","sa3040664",
"Benny Roebuck","KENT",,3,3,3.9705882352941178,20,0,0,0,0,34,146,37,20,15,4,11,0,2,0,37,"Benny Roebuck","sa3041020",
"Ty Ruhl","KSU",24,3,3,5.232558139534884,19,1,0,0,0,43,196,38,28,25,5,23,10,4,1,37,"Ty Ruhl","sa3041280",
"Joey Ryan","BC",24,2,4,3.306122320287186,15,0,0,0,6,32.2,136,30,13,12,3,5,6,1,0,37,"Joey Ryan","sa3041375",
"Braydon Sanford","ORU",,3,0,4.695652271263543,15,0,0,0,1,30.2,134,25,17,16,6,17,0,3,0,37,"Braydon Sanford","sa3041524",
"Ethan Shaver","PAC",,3,3,5.574193411200901,20,2,0,0,4,51.2,220,56,34,32,9,10,7,5,0,37,"Ethan Shaver","sa3042081",
"Thomas Shurtleff","PENN",,2,3,3.037500072419645,17,0,0,0,4,26.2,122,20,11,9,3,14,6,3,0,37,"Thomas Shurtleff","sa3042244",
"Garrett Stratton","RICE",,2,2,6.247934081272538,21,1,0,0,1,40.1,191,47,30,28,2,24,3,2,0,37,"Garrett Stratton","sa3043212",
"Carter Sutton","LAM",,5,3,4.821428440055072,13,12,0,0,0,46.2,221,45,29,25,3,23,14,6,0,37,"Carter Sutton","sa3043356",
"Collin Valentine","PEPP",,2,6,7.024390243902439,20,2,0,0,1,41,187,45,34,32,7,16,7,2,0,37,"Collin Valentine","sa3044294",
"Gavin Van Kempen","WVU",,2,0,6.126050223789688,14,13,0,0,0,39.2,186,41,28,27,7,26,2,5,0,37,"Gavin Van Kempen","sa3044353",
"Matt Weber","DAV",23,3,1,6.171428403270492,19,4,0,0,5,46.2,209,46,37,32,7,22,3,1,0,37,"Matt Weber","sa3044925",
"Blaise Wilcenski","TULN",,5,4,7.511278410926716,20,5,0,0,0,44.1,201,57,40,37,8,15,2,1,0,37,"Blaise Wilcenski","sa3045190",
"Tracen Cameron","FIU",20,1,2,7.065420308855705,23,1,0,0,1,35.2,172,40,31,28,8,20,7,2,0,37,"Tracen Cameron","sa3058799",
"Jayce Dobie","NEV",20,2,2,6.069767441860465,11,11,0,0,0,43,195,51,31,29,7,11,6,5,0,37,"Jayce Dobie","sa3059058",
"Evan Fry","NKU",,4,2,7.105263300549623,22,2,0,0,4,31.2,163,38,29,25,5,25,8,5,0,37,"Evan Fry","sa3059245",
"Tyler Horvath","MSU",23,3,3,5.551401671243768,20,0,0,0,6,35.2,156,38,24,22,9,10,1,2,0,37,"Tyler Horvath","sa3059524",
"Adrian Quezada","QUC",,0,5,5.399999878827266,11,5,0,0,0,56.2,257,67,42,34,13,14,11,2,0,37,"Adrian Quezada","sa3060323",
"Jorge Romero","WIU",,3,2,5,19,6,0,0,4,54,243,68,33,30,9,11,6,2,0,37,"Jorge Romero","sa3060419",
"Cole Simoneaux","NICH",,0,3,6.46875,20,5,0,0,3,32,156,26,23,23,2,27,6,4,0,37,"Cole Simoneaux","sa3060579",
"Colin Skermont","LEM",,2,2,6.991071666685911,14,2,0,0,0,37.1,178,42,31,29,2,27,3,3,0,37,"Colin Skermont","sa3060588",
"Spencer Stephens","NAVY",,6,2,4.663636201905816,19,1,0,0,3,36.2,173,34,24,19,3,23,2,8,0,37,"Spencer Stephens","sa3060668",
"Cameron Teper","CBU",,4,6,5.8790324389252335,27,6,0,0,1,41.1,191,46,30,27,4,20,2,1,0,37,"Cameron Teper","sa3060730",
"Ethan Thomas","HAW",20,1,1,3.6,18,0,0,0,3,25,103,18,12,10,2,6,6,5,0,37,"Ethan Thomas","sa3060737",
"Justin Mayes","TXSO",,2,6,9.398733950295414,13,12,0,0,0,52.2,273,72,59,55,6,44,8,9,0,37,"Justin Mayes","sa3062645",
"Kevin Reavey","ARMY",,2,2,6.031914771223783,20,1,0,0,5,31.1,144,26,23,21,6,15,10,6,0,37,"Kevin Reavey","sa3062889",
"Luke Davenport","UNA",,3,4,3.82075485448135,15,1,0,0,3,35.1,158,24,17,15,2,26,3,5,1,37,"Luke Davenport","sa3065283",
"Brady Fox","UMBC",,1,4,8.919643160944092,14,10,0,0,1,37.1,203,54,41,37,4,30,7,6,0,37,"Brady Fox","sa3065300",
"Caden Kickhaefer","SEMO",,2,2,4.247191102257013,15,3,0,0,1,29.2,131,25,15,14,3,15,3,2,0,37,"Caden Kickhaefer","sa3066070",
