Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,SO,HBP,SF,SH,GDP,SB,CS,AVG,NameASCII,PlayerId,MLBAMID
"Conor Cooke","BRWN",22,15,44,53,7,4,3,0,0,1,3,7,26,1,1,0,0,0,0,0.159090909,"Conor Cooke","sa3029313",
"Drew Culbertson","OKST",20,43,101,134,16,15,1,0,0,19,13,16,47,4,1,12,1,3,1,0.158415841,"Drew Culbertson","sa3029657",
"Caleb Castle","LAM",,17,19,21,3,3,0,0,0,8,1,2,4,0,0,0,0,0,0,0.157894736,"Caleb Castle","sa3028627",
"JD Diprima","NWST",,14,19,30,3,2,1,0,0,6,1,2,11,7,0,2,0,1,0,0.157894736,"JD Diprima","sa3030369",
"Manny Garza","ASU",22,8,19,22,3,2,1,0,0,1,5,1,3,1,1,0,1,0,0,0.157894736,"Manny Garza","sa3032023",
"Edward Gregory","SOU",,24,57,80,9,8,1,0,0,22,12,16,13,6,0,1,0,13,3,0.157894736,"Edward Gregory","sa3032687",
"Whitt Joyce","UTSA",20,12,19,28,3,2,0,1,0,4,5,5,4,2,2,0,0,0,0,0.157894736,"Whitt Joyce","sa3034966",
"Mattie Thomas","NJIT",24,39,95,116,15,10,1,2,2,13,8,14,32,2,0,5,0,1,0,0.157894736,"Mattie Thomas","sa3043712",
"Jacob Winzenread","USI",,12,19,22,3,1,2,0,0,2,1,2,9,1,0,0,0,0,0,0.157894736,"Jacob Winzenread","sa3045471",
"John Colligan","BALL",,43,19,22,3,3,0,0,0,8,1,2,6,1,0,0,0,0,1,0.157894736,"John Colligan","sa3058905",
"Ridge Erickson","BYU",,15,38,50,6,4,2,0,0,6,7,6,13,3,2,1,0,0,0,0.157894736,"Ridge Erickson","sa3059136",
"Brody Sexton","GCU",21,13,19,23,3,2,1,0,0,4,1,2,4,0,0,2,0,0,0,0.157894736,"Brody Sexton","sa3060549",
"Jorge Valdes","WVU",20,39,19,23,3,3,0,0,0,10,5,3,7,1,0,0,0,0,1,0.157894736,"Jorge Valdes","sa3060812",
"Wandel Campana","WIU",,23,57,85,9,6,3,0,0,11,3,14,17,10,1,3,0,4,0,0.157894736,"Wandel Campana","sa3065012",
"Logan Yi","MSM",,18,19,25,3,3,0,0,0,2,3,4,6,2,0,0,0,0,0,0.157894736,"Logan Yi","sa3065452",
"John Youens","BAY",,11,19,23,3,2,1,0,0,3,3,2,6,2,0,0,2,0,0,0.157894736,"John Youens","sa3065630",
"Jackson Case","BELL",,39,51,60,8,6,1,0,1,9,4,8,16,1,0,0,0,1,0,0.156862745,"Jackson Case","sa3028567",
"Will Pendergrass","BAY",22,25,51,55,8,6,1,0,1,9,7,3,17,0,1,0,1,1,0,0.156862745,"Will Pendergrass","sa3039669",
"Mason Acton","BELL",,26,51,69,8,3,4,0,1,11,11,17,22,0,1,0,0,0,0,0.156862745,"Mason Acton","sa3058458",
"Raul Feliz","WOF",,30,51,66,8,6,2,0,0,1,5,7,13,7,0,1,3,0,0,0.156862745,"Raul Feliz","sa3059171",
"Jackson Landry","ULM",,22,51,62,8,4,1,1,2,9,7,6,20,5,0,0,1,2,0,0.156862745,"Jackson Landry","sa3059747",
"Kendyl Johnson","TTU",,22,51,65,8,5,1,1,1,13,6,10,12,3,0,1,0,3,1,0.156862745,"Kendyl Johnson","sa3062856",
"Gage Adams","SDSU",,16,32,40,5,5,0,0,0,6,0,7,8,1,0,0,0,0,0,0.15625,"Gage Adams","sa3025757",
"Nolan Farley","UCSB",,18,32,42,5,3,2,0,0,7,6,5,11,2,1,2,0,0,0,0.15625,"Nolan Farley","sa3031152",
"Sam Hunt","MINN",22,19,32,45,5,3,2,0,0,8,3,7,14,5,1,0,0,2,0,0.15625,"Sam Hunt","sa3034317",
"Jack Ryan","LIU",,17,32,37,5,4,0,0,1,6,3,2,9,3,0,0,1,0,0,0.15625,"Jack Ryan","sa3041373",
"Kincaid Bergthold","STBK",,18,32,36,5,3,2,0,0,6,3,2,14,2,0,0,0,1,0,0.15625,"Kincaid Bergthold","sa3058629",
"Matt Melancon","NICH",,16,45,51,7,5,1,0,1,6,6,6,17,0,0,0,1,3,0,0.155555555,"Matt Melancon","sa3060009",
"Joseph Zorc","PRIN",,19,45,50,7,6,1,0,0,3,1,3,17,2,0,0,2,0,0,0.155555555,"Joseph Zorc","sa3065455",
"Davis Carr","SDST",,30,58,71,9,7,2,0,0,9,6,6,30,4,0,3,0,4,1,0.155172413,"Davis Carr","sa3028480",
"Dylan Rogers","EKU",24,29,58,81,9,4,2,1,2,12,5,12,17,11,0,0,1,0,0,0.155172413,"Dylan Rogers","sa3041046",
"Holden Baker","PRES",,15,13,15,2,2,0,0,0,2,0,1,6,1,0,0,0,0,0,0.153846153,"Holden Baker","sa3026436",
"Josiah Brown","MAN",,8,13,16,2,0,2,0,0,2,0,2,5,1,0,0,1,1,0,0.153846153,"Josiah Brown","sa3027850",
"Cole Edwards","AUB",,19,13,14,2,1,0,0,1,6,1,0,7,1,0,0,1,0,1,0.153846153,"Cole Edwards","sa3030803",
"Chris Esquivel","SMC",21,14,13,13,2,2,0,0,0,1,1,0,7,0,0,0,0,1,0,0.153846153,"Chris Esquivel","sa3031033",
"Collin Hughes","VCU",21,7,13,15,2,2,0,0,0,0,1,1,2,0,1,0,1,0,0,0.153846153,"Collin Hughes","sa3034260",
"Landon Kahl","CIT",,18,26,33,4,4,0,0,0,2,2,4,8,1,1,1,0,1,0,0.153846153,"Landon Kahl","sa3035015",
"Marty Kaplan","NU",,9,13,14,2,2,0,0,0,0,2,1,4,0,0,0,0,0,0,0.153846153,"Marty Kaplan","sa3035070",
"Teddy Ruffner","YSU",,24,39,45,6,6,0,0,0,4,5,4,20,2,0,0,2,1,0,0.153846153,"Teddy Ruffner","sa3041272",
"Ryan Storey","USA",21,16,13,14,2,1,1,0,0,1,2,1,6,0,0,0,0,4,0,0.153846153,"Ryan Storey","sa3043184",
"Tim Ford","FOR",,11,13,18,2,2,0,0,0,2,0,3,6,2,0,0,0,0,0,0.153846153,"Tim Ford","sa3059207",
"Kyle Hartmann","NIU",,20,39,43,6,5,0,0,1,7,6,4,13,0,0,0,0,0,0,0.153846153,"Kyle Hartmann","sa3059425",
"Ryan Kucy","SBU",,14,26,27,4,2,2,0,0,2,0,1,10,0,0,0,0,0,0,0.153846153,"Ryan Kucy","sa3059729",
"Jacob Lang","UTA",,14,26,28,4,2,2,0,0,2,1,2,8,0,0,0,0,0,0,0.153846153,"Jacob Lang","sa3059752",
"Jaiden Proper","AAMU",,12,13,15,2,2,0,0,0,2,0,2,5,0,0,0,1,0,0,0.153846153,"Jaiden Proper","sa3060312",
"Nolan Zajac","WMU",,14,26,29,4,3,1,0,0,2,0,3,11,0,0,0,1,0,0,0.153846153,"Nolan Zajac","sa3061003",
"Raul Torres","ARST",,32,52,62,8,6,2,0,0,9,2,3,4,4,0,3,0,1,0,0.153846153,"Raul Torres","sa3062691",
"Trey Craft","FAMU",,14,13,17,2,2,0,0,0,1,2,2,6,2,0,0,0,0,0,0.153846153,"Trey Craft","sa3062826",
"Chris Klug","NAVY",,21,65,82,10,8,2,0,0,8,4,13,14,1,2,1,1,4,2,0.153846153,"Chris Klug","sa3066548",
"Anthony Sarro","FDU",,9,13,15,2,1,0,0,1,3,3,2,7,0,0,0,0,1,0,0.153846153,"Anthony Sarro","sa3066850",
"Ben Williams","SPU",22,31,59,69,9,7,1,0,1,8,7,7,14,3,0,0,0,8,1,0.152542372,"Ben Williams","sa3045251",
"Ayden Frey","DEL",,22,33,43,5,3,2,0,0,8,6,7,19,2,1,0,0,1,2,0.151515151,"Ayden Frey","sa3031716",
"Jay Mentink","PRIN",,17,33,41,5,2,3,0,0,4,3,7,16,1,0,0,0,0,1,0.151515151,"Jay Mentink","sa3037873",
"Andrew Pickering","LR",,31,33,40,5,2,3,0,0,2,2,5,11,1,0,1,0,0,1,0.151515151,"Andrew Pickering","sa3039889",
"Ben Hemphill","UNCA",,10,33,36,5,5,0,0,0,6,4,2,2,0,1,0,0,1,0,0.151515151,"Ben Hemphill","sa3059463",
"Conner Smith","SCU",,22,33,39,5,2,2,0,1,3,5,6,10,0,0,0,0,0,0,0.151515151,"Conner Smith","sa3060604",
"Diego Boardman","UCR",,32,66,76,10,8,2,0,0,6,4,7,22,0,0,3,2,2,2,0.151515151,"Diego Boardman","sa3065002",
"Will Brooks","DAV",,25,53,70,8,5,2,0,1,7,8,11,22,3,0,3,0,0,0,0.150943396,"Will Brooks","sa3058735",
"Jonathan Fitz","USD",,22,40,49,6,5,0,0,1,3,3,6,17,3,0,0,3,0,1,0.15,"Jonathan Fitz","sa3031394",
"Rene Lastres","FIU",21,8,20,21,3,2,0,0,1,1,5,0,9,0,1,0,0,0,0,0.15,"Rene Lastres","sa3036026",
"Jack Peters","MASS",23,30,60,76,9,7,2,0,0,7,9,7,26,1,0,8,0,0,0,0.15,"Jack Peters","sa3039779",
"Michael Tsoukalas","SEA",,36,80,90,12,11,1,0,0,8,6,10,29,0,0,0,0,3,0,0.15,"Michael Tsoukalas","sa3044105",
"Cale Vinson","MTSU",21,22,40,45,6,5,1,0,0,5,5,4,13,0,0,1,0,1,1,0.15,"Cale Vinson","sa3044523",
"Eli Evans","ETSU",19,11,20,24,3,2,0,0,1,3,5,3,4,1,0,0,0,0,0,0.15,"Eli Evans","sa3059151",
"Mateo Gray","UCF",19,14,20,29,3,1,1,0,1,5,7,5,6,1,1,2,2,0,0,0.15,"Mateo Gray","sa3059342",
"Brett Griffiths","BALL",,32,40,47,6,5,1,0,0,9,7,3,12,1,0,3,1,1,1,0.15,"Brett Griffiths","sa3059360",
"Jaxon Junnila","MTSU",,14,40,50,6,5,1,0,0,6,4,6,16,1,0,3,1,0,0,0.15,"Jaxon Junnila","sa3059636",
"Matthew Reinholtz","SFA",,28,40,47,6,4,2,0,0,5,1,5,22,0,0,2,0,0,0,0.15,"Matthew Reinholtz","sa3060349",
"Ethan Rothstein","W&M",,12,20,25,3,3,0,0,0,3,2,2,6,2,1,0,1,0,0,0.15,"Ethan Rothstein","sa3060432",
"Luke Smith","RICE",,5,20,22,3,2,1,0,0,3,2,1,6,0,0,1,0,0,0,0.15,"Luke Smith","sa3060620",
"Eric Cha","NE",,11,20,23,3,2,1,0,0,4,1,1,9,2,0,0,0,0,0,0.15,"Eric Cha","sa3065270",
"Xavier Bradley","SOU",,8,20,27,3,1,2,0,0,7,3,7,3,0,0,0,1,0,0,0.15,"Xavier Bradley","sa3065778",
"Ben Lumsden","WVU",21,39,47,58,7,5,1,0,1,10,13,8,16,2,0,1,1,1,0,0.14893617,"Ben Lumsden","sa3036689",
"Ben Karpowicz","CAM",,23,47,55,7,6,0,0,1,6,5,7,25,1,0,0,1,2,0,0.14893617,"Ben Karpowicz","sa3059646",
"Jaquae Stewart","TEX",,23,47,55,7,4,2,0,1,5,5,6,18,2,0,0,2,0,0,0.14893617,"Jaquae Stewart","sa3066241",
"Nicholas Mattera","MAN",22,21,27,34,4,3,1,0,0,5,5,5,9,2,0,0,0,1,1,0.148148148,"Nicholas Mattera","sa3037318",
"Jackson Benattar","SFA",,18,27,32,4,2,2,0,0,4,2,5,8,0,0,0,0,1,0,0.148148148,"Jackson Benattar","sa3058613",
"Keaton Fisher","UNCO",21,14,27,33,4,3,0,1,0,3,3,3,9,2,1,0,0,0,0,0.148148148,"Keaton Fisher","sa3059189",
"Preston Gamster","TCU",,15,27,31,4,3,1,0,0,2,2,3,12,1,0,0,0,0,0,0.148148148,"Preston Gamster","sa3059266",
"Braydon Kersey","MER",,41,27,32,4,4,0,0,0,1,0,2,10,2,0,1,0,0,0,0.148148148,"Braydon Kersey","sa3059671",
"Xavier Lopez","APP",,15,27,32,4,3,1,0,0,4,2,2,7,1,1,1,0,1,1,0.148148148,"Xavier Lopez","sa3059848",
"Julio Solier","BC",19,19,27,30,4,4,0,0,0,7,4,3,5,0,0,0,0,4,0,0.148148148,"Julio Solier","sa3066939",
"Jordan Kelly","PRIN",,41,122,143,18,13,5,0,0,12,8,17,50,0,4,0,0,6,2,0.147540983,"Jordan Kelly","sa3035219",
"Cordell Coburn","WIU",23,11,34,37,5,3,2,0,0,3,5,2,17,1,0,0,0,0,0,0.147058823,"Cordell Coburn","sa3058892",
"Johnny Sutryk","CLT",,25,48,59,7,2,1,0,4,9,13,9,16,0,1,1,0,1,0,0.145833333,"Johnny Sutryk","sa3043351",
"JD Dunn","LMU",,38,55,65,8,5,2,1,0,9,5,7,14,2,0,1,0,8,3,0.145454545,"JD Dunn","sa3030673",
"Cade Tucker","MEM",,25,55,62,8,2,2,0,4,7,7,3,29,4,0,0,0,0,0,0.145454545,"Cade Tucker","sa3044115",
"Quentin Smith","UMES",,26,62,70,9,9,0,0,0,8,4,4,17,2,0,2,0,0,1,0.14516129,"Quentin Smith","sa3042623",
"Noah Coy","ND",,24,76,94,11,8,2,0,1,11,9,10,24,4,1,3,0,3,0,0.144736842,"Noah Coy","sa3058941",
"Jaxon Byrd","UCR",,41,49,53,7,6,1,0,0,5,0,3,20,1,0,0,3,0,1,0.142857142,"Jaxon Byrd","sa3028199",
"Zach Freeman","OSU",,5,14,15,2,1,1,0,0,1,0,1,2,0,0,0,0,0,0,0.142857142,"Zach Freeman","sa3031697",
"Bennett Freiter","NDSU",,8,21,24,3,3,0,0,0,2,0,2,8,1,0,0,1,0,0,0.142857142,"Bennett Freiter","sa3031702",
"Riley Hunsaker","CBU",,34,14,18,2,2,0,0,0,5,0,2,0,1,0,1,1,2,1,0.142857142,"Riley Hunsaker","sa3034308",
"Brody Levin","URI",,8,7,9,1,1,0,0,0,2,1,2,2,0,0,0,0,0,0,0.142857142,"Brody Levin","sa3036277",
"Ryan Martinez","UIW",22,9,14,15,2,1,1,0,0,3,1,1,4,0,0,0,0,0,0,0.142857142,"Ryan Martinez","sa3037205",
"Jace Miller","PORT",,12,21,24,3,3,0,0,0,3,2,1,8,0,2,0,1,1,0,0.142857142,"Jace Miller","sa3038067",
"Josh Ossiander","WCU",,25,14,20,2,1,0,0,1,4,1,5,3,0,0,1,1,0,0,0.142857142,"Josh Ossiander","sa3039248",
"Charles-Etienne Pelletier","SF",,17,28,34,4,2,1,0,1,3,3,5,10,0,1,0,0,0,0,0.142857142,"Charles-Etienne Pelletier","sa3039646",
"Liam Pollock","OAK",23,6,7,8,1,1,0,0,0,1,0,1,3,0,0,0,0,0,0,0.142857142,"Liam Pollock","sa3040055",
"Ethan Rothschild","USI",,21,14,22,2,2,0,0,0,3,0,4,6,2,0,2,0,0,1,0.142857142,"Ethan Rothschild","sa3041201",
"Jack Taxdahl","MINN",20,6,7,7,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0.142857142,"Jack Taxdahl","sa3043543",
"Tyler Brodrick","ORU",,19,35,39,5,5,0,0,0,7,5,3,9,1,0,0,2,0,1,0.142857142,"Tyler Brodrick","sa3058730",
"William Good","TULN",,25,21,25,3,2,0,0,1,1,5,2,9,0,1,1,0,2,0,0.142857142,"William Good","sa3059325",
"John Hadley","MILW",,27,63,76,9,6,3,0,0,12,6,12,32,1,0,0,1,1,0,0.142857142,"John Hadley","sa3059384",
"Logan Hart","CSUF",,8,7,8,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0.142857142,"Logan Hart","sa3059424",
"Eliot Jones","UTU",,23,28,33,4,3,1,0,0,5,4,4,10,1,0,0,2,1,0,0.142857142,"Eliot Jones","sa3059621",
"Jackson LaLima","HOU",,25,35,40,5,4,1,0,0,3,0,5,14,0,0,0,1,0,0,0.142857142,"Jackson LaLima","sa3059744",
"Jack McWilliams","USD",,18,7,8,1,1,0,0,0,1,0,1,4,0,0,0,0,0,0,0.142857142,"Jack McWilliams","sa3060004",
"Isaac Turner","UNCA",19,25,28,35,4,4,0,0,0,6,0,4,11,0,0,3,0,2,0,0.142857142,"Isaac Turner","sa3060797",
"Paul Vazquez","ORST",,5,7,8,1,0,1,0,0,1,2,1,2,0,0,0,0,0,0,0.142857142,"Paul Vazquez","sa3060831",
"Ty Walton","UCR",,11,14,15,2,1,1,0,0,2,2,1,8,0,0,0,0,0,0,0.142857142,"Ty Walton","sa3060866",
"Will Briggs","PUR",,13,7,10,1,1,0,0,0,0,1,2,1,0,1,0,0,0,0,0.142857142,"Will Briggs","sa3062815",
"Maddox Riske","USC",,21,14,17,2,0,2,0,0,1,3,2,4,0,0,1,1,1,0,0.142857142,"Maddox Riske","sa3062890",
"Elijah Coston","VCU",19,24,7,7,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0.142857142,"Elijah Coston","sa3065018",
"Colin Linteo","SMC",,9,7,8,1,0,1,0,0,2,1,0,3,0,1,0,0,0,0,0.142857142,"Colin Linteo","sa3065078",
"Jack Opoien","SEMO",,10,21,23,3,1,2,0,0,2,2,0,9,1,1,0,0,0,0,0.142857142,"Jack Opoien","sa3065104",
"Patrick Graham","PSU",20,11,28,34,4,3,1,0,0,2,2,3,7,3,0,0,2,1,0,0.142857142,"Patrick Graham","sa3065314",
"Braylen Harlamert","NKU",,12,14,20,2,2,0,0,0,2,0,3,4,2,0,1,0,1,0,0.142857142,"Braylen Harlamert","sa3065317",
"Andrew Hill","ETSU",,14,7,11,1,0,0,0,1,6,3,2,4,1,1,0,0,0,0,0.142857142,"Andrew Hill","sa3065327",
"Cason Eubanks","TROY",,13,21,24,3,3,0,0,0,3,1,3,6,0,0,0,1,0,0,0.142857142,"Cason Eubanks","sa3065530",
"Eric Sun","NAVY",,7,7,7,1,1,0,0,0,1,0,0,2,0,0,0,0,1,0,0.142857142,"Eric Sun","sa3065613",
"Jaisen Abner","SEA",,8,7,7,1,0,0,0,1,3,2,0,4,0,0,0,0,0,0,0.142857142,"Jaisen Abner","sa3065770",
"Luke Dickerson","NICH",,6,7,11,1,1,0,0,0,1,1,2,5,2,0,0,0,0,0,0.142857142,"Luke Dickerson","sa3065787",
"Johnnie Lopez","WIN",,6,7,7,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0.142857142,"Johnnie Lopez","sa3065821",
"Brady Brown","SDST",,23,21,24,3,2,1,0,0,7,2,2,9,1,0,0,0,0,0,0.142857142,"Brady Brown","sa3065907",
"Mike McGinley","RID",,5,7,9,1,1,0,0,0,0,1,2,4,0,0,0,0,1,0,0.142857142,"Mike McGinley","sa3066077",
"Carter Bentley","NE",,13,14,20,2,1,1,0,0,2,5,2,4,4,0,0,1,2,1,0.142857142,"Carter Bentley","sa3066293",
"Griffin Brown","MSU",,10,7,8,1,1,0,0,0,2,0,0,5,1,0,0,0,0,0,0.142857142,"Griffin Brown","sa3066298",
"Jack Byrne","FAIR",,13,7,8,1,0,1,0,0,4,3,1,2,0,0,0,0,0,0,0.142857142,"Jack Byrne","sa3066467",
"Eric Cross","JOES",,6,7,9,1,1,0,0,0,1,0,2,2,0,0,0,0,0,0,0.142857142,"Eric Cross","sa3066609",
"Spencer MacInnis","RICH",,11,7,8,1,1,0,0,0,3,0,1,4,0,0,0,0,0,1,0.142857142,"Spencer MacInnis","sa3066708",
"Luke Olsen","LIU",,3,7,10,1,1,0,0,0,1,3,1,1,1,1,0,1,1,0,0.142857142,"Luke Olsen","sa3067222",
"Aiden Schenk","NDSU",20,4,14,16,2,0,0,1,1,2,1,2,8,0,0,0,0,0,0,0.142857142,"Aiden Schenk","sa3067279",
"Evan Taveras","MIA",,39,71,85,10,2,5,0,3,11,9,11,24,3,0,0,1,0,0,0.14084507,"Evan Taveras","sa3060718",
"Evan Blake","BRY",,19,50,60,7,3,3,0,1,6,6,8,21,1,0,1,1,0,1,0.14,"Evan Blake","sa3027223",
"Matthew Mainord","ORU",,18,50,62,7,5,2,0,0,8,1,11,26,0,0,1,0,1,2,0.14,"Matthew Mainord","sa3059896",
"Luis Garcia","NDSU",,29,79,99,11,9,1,1,0,10,4,12,25,6,0,2,1,1,1,0.139240506,"Luis Garcia","sa3031942",
"Cade Palkowski","MILW",,36,79,97,11,7,2,1,1,12,12,12,34,2,1,3,0,1,0,0.139240506,"Cade Palkowski","sa3060199",
"Kanoa Morisaki","CSUB",,36,36,47,5,3,0,0,2,7,8,7,10,2,1,1,1,0,1,0.138888888,"Kanoa Morisaki","sa3038380",
"Josh Quezada","SDSU",,22,36,45,5,2,2,0,1,4,2,8,13,1,0,0,4,0,0,0.138888888,"Josh Quezada","sa3040325",
"Aidan Kuni","HAW",21,25,36,43,5,3,2,0,0,3,4,3,13,3,1,0,0,1,0,0.138888888,"Aidan Kuni","sa3059734",
"Jayden Gibson","SDST",,14,29,34,4,4,0,0,0,2,2,3,16,1,0,1,0,1,0,0.137931034,"Jayden Gibson","sa3032187",
"Cooper Hums","WMU",,37,58,67,8,6,2,0,0,10,1,5,18,1,0,3,0,4,2,0.137931034,"Cooper Hums","sa3034301",
"Donovan LaSalle","OKST",20,26,58,68,8,5,1,0,2,6,5,6,24,1,0,3,0,1,0,0.137931034,"Donovan LaSalle","sa3036014",
"Caden Baker","TXST",,19,29,35,4,3,0,0,1,8,2,6,7,0,0,0,1,1,2,0.137931034,"Caden Baker","sa3065250",
"Owen Turner","YALE",19,14,29,32,4,4,0,0,0,3,2,2,8,1,0,0,0,0,0,0.137931034,"Owen Turner","sa3066246",
"Gabe Breckenridge","COPP",,30,73,92,10,7,3,0,0,11,7,15,23,2,0,2,0,0,0,0.136986301,"Gabe Breckenridge","sa3027634",
"Darrius Brown","UAPB",,22,22,30,3,2,1,0,0,3,3,2,4,3,1,2,0,0,0,0.136363636,"Darrius Brown","sa3027813",
"Andrew Hanlon","BRWN",,8,22,26,3,2,1,0,0,2,1,1,10,2,0,1,0,0,0,0.136363636,"Andrew Hanlon","sa3033138",
"Jackson Isaacs","WMU",,16,22,25,3,2,1,0,0,0,1,3,6,0,0,0,0,0,0,0.136363636,"Jackson Isaacs","sa3059571",
"Kobe Mentzer","GW",,16,22,26,3,1,2,0,0,3,2,4,6,0,0,0,0,0,0,0.136363636,"Kobe Mentzer","sa3060019",
"Jon Young Jr.","ALA",,14,22,25,3,3,0,0,0,3,0,1,7,1,0,1,1,0,0,0.136363636,"Jon Young Jr.","sa3060989",
"Christian Hamilton","GTWN",19,18,22,28,3,3,0,0,0,5,0,3,10,2,0,1,0,2,0,0.136363636,"Christian Hamilton","sa3065051",
"Ezra McNaughton","BYU",21,21,37,46,5,2,2,1,0,5,4,9,16,0,0,0,1,1,0,0.135135135,"Ezra McNaughton","sa3060000",
"Adam Salazar","CSUB",19,21,37,44,5,2,3,0,0,3,5,4,10,1,2,0,2,1,1,0.135135135,"Adam Salazar","sa3060460",
"Cole Chamberlain","TEX",,22,37,54,5,3,2,0,0,9,3,15,15,2,0,0,2,0,0,0.135135135,"Cole Chamberlain","sa3066045",
"Dillon Brown","ALCN",,31,82,95,11,8,3,0,0,11,10,6,19,4,1,2,3,6,0,0.134146341,"Dillon Brown","sa3027816",
"Rex DeAngelis","UCSB",,16,30,45,4,3,1,0,0,2,3,7,15,7,0,1,0,1,2,0.133333333,"Rex DeAngelis","sa3029973",
"Ryan Grace","LAF",,11,30,34,4,4,0,0,0,1,1,3,10,1,0,0,1,0,1,0.133333333,"Ryan Grace","sa3032549",
"Max Kaufer","SC",20,24,45,55,6,3,2,0,1,7,1,7,19,3,0,0,0,1,0,0.133333333,"Max Kaufer","sa3035119",
"Nick Parham","ECU",,23,15,18,2,1,0,0,1,2,2,1,7,1,0,1,0,1,0,0.133333333,"Nick Parham","sa3039429",
"Carter Richey","VCU",,14,30,39,4,4,0,0,0,5,0,5,13,3,0,1,0,0,1,0.133333333,"Carter Richey","sa3040714",
"John Holley","GAST",,10,15,20,2,0,0,0,2,2,3,1,3,2,1,1,0,0,0,0.133333333,"John Holley","sa3065057",
"Cooper Wesslund","OMA",,7,15,16,2,1,1,0,0,2,0,0,9,0,0,1,0,0,0,0.133333333,"Cooper Wesslund","sa3065446",
"Keaton Kangas","FGCU",,8,15,17,2,2,0,0,0,0,2,1,10,0,0,1,0,0,0,0.133333333,"Keaton Kangas","sa3065935",
"Lenox Lively","QUC",19,51,158,189,21,19,0,0,2,10,10,21,37,2,1,7,2,1,0,0.132911392,"Lenox Lively","sa3059829",
"Nicholas Werk","SDST",,47,136,167,18,15,2,1,0,25,5,22,54,3,0,6,1,2,2,0.132352941,"Nicholas Werk","sa3065164",
"Ivan Aguirre","NAVY",,17,38,41,5,2,2,1,0,4,4,3,7,0,0,0,1,2,0,0.131578947,"Ivan Aguirre","sa3025807",
"Will Christopher","STO",,18,38,45,5,0,2,1,2,5,4,4,13,3,0,0,0,0,0,0.131578947,"Will Christopher","sa3028903",
"Lucas Day","OAK",,11,38,45,5,0,3,0,2,3,4,7,11,0,0,0,2,1,0,0.131578947,"Lucas Day","sa3029959",
"Wyatt Fooks","BEL",,24,38,49,5,4,0,0,1,8,4,8,11,2,1,0,0,1,0,0.131578947,"Wyatt Fooks","sa3031533",
"Anthony Westbrook","WKU",,21,38,42,5,5,0,0,0,2,1,1,14,0,1,2,0,1,1,0.131578947,"Anthony Westbrook","sa3060908",
"Joshua Blount","AMCC",,24,46,48,6,5,1,0,0,4,1,1,13,1,0,0,1,0,0,0.130434782,"Joshua Blount","sa3027282",
"Trenton Burkhalter","OMA",,17,46,60,6,3,1,0,2,6,9,9,13,3,1,1,0,0,0,0.130434782,"Trenton Burkhalter","sa3028071",
"Gunnett Carlson","RICE",21,14,46,53,6,4,1,0,1,4,4,6,17,1,0,0,0,1,0,0.130434782,"Gunnett Carlson","sa3028449",
"Anthony LaSala","PITT",21,21,23,31,3,2,1,0,0,8,3,3,4,3,0,2,0,2,0,0.130434782,"Anthony LaSala","sa3036013",
"Isaac Sobieszczyk","BRAD",,10,23,26,3,0,1,0,2,3,2,2,11,1,0,0,0,0,0,0.130434782,"Isaac Sobieszczyk","sa3042705",
"Jax Yoxtheimer","UAB",,16,23,25,3,2,1,0,0,5,3,2,10,0,0,0,0,0,0,0.130434782,"Jax Yoxtheimer","sa3045764",
"Eric Wainwright","ME",,11,23,30,3,2,1,0,0,0,1,4,9,1,0,2,1,0,0,0.130434782,"Eric Wainwright","sa3060852",
"Jullian Jarrett","ALCN",,17,23,34,3,3,0,0,0,4,0,7,4,3,0,1,1,1,0,0.130434782,"Jullian Jarrett","sa3065332",
"Connor Pawlowski","BELL",,22,23,28,3,3,0,0,0,4,4,4,5,1,0,0,1,1,0,0.130434782,"Connor Pawlowski","sa3065589",
"Waldie Perez","CSUF",23,24,31,45,4,3,1,0,0,6,1,6,15,5,0,3,1,0,0,0.129032258,"Waldie Perez","sa3039725",
"Tucker Genovesi","SBU",21,21,31,34,4,4,0,0,0,7,2,3,13,0,0,0,0,1,2,0.129032258,"Tucker Genovesi","sa3066057",
"James Bose","LMU",,42,70,84,9,4,3,1,1,12,2,7,24,5,0,2,0,3,0,0.128571428,"James Bose","sa3058683",
"Vincent Temesvary","GONZ",23,25,78,97,10,6,3,0,1,8,8,11,22,7,1,0,1,0,3,0.128205128,"Vincent Temesvary","sa3043620",
"Micah Dean","KSU",20,28,39,47,5,3,2,0,0,8,3,5,18,3,0,0,0,5,1,0.128205128,"Micah Dean","sa3059013",
"Kaden Petersen","PAC",,32,63,78,8,5,3,0,0,8,2,11,17,1,2,1,2,0,2,0.126984126,"Kaden Petersen","sa3039782",
"Marques Abulhosn","GONZ",,13,8,11,1,1,0,0,0,3,1,2,6,1,0,0,0,0,0,0.125,"Marques Abulhosn","sa3025721",
"JD Bogart","BRAD",22,10,16,18,2,2,0,0,0,2,3,1,7,1,0,0,0,0,0,0.125,"JD Bogart","sa3027318",
"Adam Broski","MSU",20,6,8,8,1,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0.125,"Adam Broski","sa3027777",
